
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_159.00_2.100
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
159.0 0.0 0.0 2.1 10.542  k_53_1_0
159.0 0.0 0.03 2.1 10.542  k_53_1_1
159.0 0.0 0.06 2.1 10.542  k_53_1_2
159.0 0.0 0.09 2.1 10.542  k_53_1_3
159.0 0.0 0.12 2.1 10.542  k_53_1_4
159.0 0.0 0.15 2.1 10.542  k_53_1_5
159.0 0.0 0.18 2.1 10.542  k_53_1_6
159.0 0.0 0.21 2.1 10.542  k_53_1_7
159.0 0.0 0.24 2.1 10.542  k_53_1_8
159.0 0.0 0.27 2.1 10.542  k_53_1_9
159.0 0.0 0.3 2.1 10.542  k_53_1_10
159.0 0.0 0.32999999999999996 2.1 10.542  k_53_1_11
159.0 0.0 0.36 2.1 10.542  k_53_1_12
159.0 0.0 0.39 2.1 10.542  k_53_1_13
159.0 0.0 0.42 2.1 10.542  k_53_1_14
159.0 0.0 0.44999999999999996 2.1 10.542  k_53_1_15
159.0 0.0 0.48 2.1 10.542  k_53_1_16
159.0 0.0 0.51 2.1 10.542  k_53_1_17
159.0 0.0 0.54 2.1 10.542  k_53_1_18
159.0 0.0 0.57 2.1 10.542  k_53_1_19
159.0 0.0 0.6 2.1 10.542  k_53_1_20
159.0 0.0 0.63 2.1 10.542  k_53_1_21
159.0 0.0 0.6599999999999999 2.1 10.542  k_53_1_22
159.0 0.0 0.69 2.1 10.542  k_53_1_23
159.0 0.0 0.72 2.1 10.542  k_53_1_24
159.0 0.0 0.75 2.1 10.542  k_53_1_25
159.0 0.0 0.78 2.1 10.542  k_53_1_26
159.0 0.0 0.8099999999999999 2.1 10.542  k_53_1_27
159.0 0.0 0.84 2.1 10.542  k_53_1_28
159.0 0.0 0.87 2.1 10.542  k_53_1_29
159.0 0.0 0.8999999999999999 2.1 10.542  k_53_1_30
159.0 0.0 0.9299999999999999 2.1 10.542  k_53_1_31
159.0 0.0 0.96 2.1 10.542  k_53_1_32
159.0 0.0 0.99 2.1 10.542  k_53_1_33
159.0 0.0 1.02 2.1 10.542  k_53_1_34
159.0 0.0 1.05 2.1 10.542  k_53_1_35
159.0 0.0 1.08 2.1 10.542  k_53_1_36
159.0 0.0 1.1099999999999999 2.1 10.542  k_53_1_37
159.0 0.0 1.14 2.1 10.542  k_53_1_38
159.0 0.0 1.17 2.1 10.542  k_53_1_39
159.0 0.0 1.2 2.1 10.542  k_53_1_40
159.0 0.0 1.23 2.1 10.542  k_53_1_41
159.0 0.0 1.26 2.1 10.542  k_53_1_42
159.0 0.0 1.29 2.1 10.542  k_53_1_43
159.0 0.0 1.3199999999999998 2.1 10.542  k_53_1_44
159.0 0.0 1.3499999999999999 2.1 10.542  k_53_1_45
159.0 0.0 1.38 2.1 10.542  k_53_1_46
159.0 0.0 1.41 2.1 10.542  k_53_1_47
159.0 0.0 1.44 2.1 10.542  k_53_1_48
159.0 0.0 1.47 2.1 10.542  k_53_1_49
159.0 0.0 1.5 2.1 10.542  k_53_1_50
