
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_6.00_6.600
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
6.0 0.0 0.0 6.6000000000000005 10.542  k_2_46_0
6.0 0.0 0.03 6.6000000000000005 10.542  k_2_46_1
6.0 0.0 0.06 6.6000000000000005 10.542  k_2_46_2
6.0 0.0 0.09 6.6000000000000005 10.542  k_2_46_3
6.0 0.0 0.12 6.6000000000000005 10.542  k_2_46_4
6.0 0.0 0.15 6.6000000000000005 10.542  k_2_46_5
6.0 0.0 0.18 6.6000000000000005 10.542  k_2_46_6
6.0 0.0 0.21 6.6000000000000005 10.542  k_2_46_7
6.0 0.0 0.24 6.6000000000000005 10.542  k_2_46_8
6.0 0.0 0.27 6.6000000000000005 10.542  k_2_46_9
6.0 0.0 0.3 6.6000000000000005 10.542  k_2_46_10
6.0 0.0 0.32999999999999996 6.6000000000000005 10.542  k_2_46_11
6.0 0.0 0.36 6.6000000000000005 10.542  k_2_46_12
6.0 0.0 0.39 6.6000000000000005 10.542  k_2_46_13
6.0 0.0 0.42 6.6000000000000005 10.542  k_2_46_14
6.0 0.0 0.44999999999999996 6.6000000000000005 10.542  k_2_46_15
6.0 0.0 0.48 6.6000000000000005 10.542  k_2_46_16
6.0 0.0 0.51 6.6000000000000005 10.542  k_2_46_17
6.0 0.0 0.54 6.6000000000000005 10.542  k_2_46_18
6.0 0.0 0.57 6.6000000000000005 10.542  k_2_46_19
6.0 0.0 0.6 6.6000000000000005 10.542  k_2_46_20
6.0 0.0 0.63 6.6000000000000005 10.542  k_2_46_21
6.0 0.0 0.6599999999999999 6.6000000000000005 10.542  k_2_46_22
6.0 0.0 0.69 6.6000000000000005 10.542  k_2_46_23
6.0 0.0 0.72 6.6000000000000005 10.542  k_2_46_24
6.0 0.0 0.75 6.6000000000000005 10.542  k_2_46_25
6.0 0.0 0.78 6.6000000000000005 10.542  k_2_46_26
6.0 0.0 0.8099999999999999 6.6000000000000005 10.542  k_2_46_27
6.0 0.0 0.84 6.6000000000000005 10.542  k_2_46_28
6.0 0.0 0.87 6.6000000000000005 10.542  k_2_46_29
6.0 0.0 0.8999999999999999 6.6000000000000005 10.542  k_2_46_30
6.0 0.0 0.9299999999999999 6.6000000000000005 10.542  k_2_46_31
6.0 0.0 0.96 6.6000000000000005 10.542  k_2_46_32
6.0 0.0 0.99 6.6000000000000005 10.542  k_2_46_33
6.0 0.0 1.02 6.6000000000000005 10.542  k_2_46_34
6.0 0.0 1.05 6.6000000000000005 10.542  k_2_46_35
6.0 0.0 1.08 6.6000000000000005 10.542  k_2_46_36
6.0 0.0 1.1099999999999999 6.6000000000000005 10.542  k_2_46_37
6.0 0.0 1.14 6.6000000000000005 10.542  k_2_46_38
6.0 0.0 1.17 6.6000000000000005 10.542  k_2_46_39
6.0 0.0 1.2 6.6000000000000005 10.542  k_2_46_40
6.0 0.0 1.23 6.6000000000000005 10.542  k_2_46_41
6.0 0.0 1.26 6.6000000000000005 10.542  k_2_46_42
6.0 0.0 1.29 6.6000000000000005 10.542  k_2_46_43
6.0 0.0 1.3199999999999998 6.6000000000000005 10.542  k_2_46_44
6.0 0.0 1.3499999999999999 6.6000000000000005 10.542  k_2_46_45
6.0 0.0 1.38 6.6000000000000005 10.542  k_2_46_46
6.0 0.0 1.41 6.6000000000000005 10.542  k_2_46_47
6.0 0.0 1.44 6.6000000000000005 10.542  k_2_46_48
6.0 0.0 1.47 6.6000000000000005 10.542  k_2_46_49
6.0 0.0 1.5 6.6000000000000005 10.542  k_2_46_50
