
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_108.00_7.600
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
108.0 0.0 0.0 7.6000000000000005 10.542  k_36_56_0
108.0 0.0 0.03 7.6000000000000005 10.542  k_36_56_1
108.0 0.0 0.06 7.6000000000000005 10.542  k_36_56_2
108.0 0.0 0.09 7.6000000000000005 10.542  k_36_56_3
108.0 0.0 0.12 7.6000000000000005 10.542  k_36_56_4
108.0 0.0 0.15 7.6000000000000005 10.542  k_36_56_5
108.0 0.0 0.18 7.6000000000000005 10.542  k_36_56_6
108.0 0.0 0.21 7.6000000000000005 10.542  k_36_56_7
108.0 0.0 0.24 7.6000000000000005 10.542  k_36_56_8
108.0 0.0 0.27 7.6000000000000005 10.542  k_36_56_9
108.0 0.0 0.3 7.6000000000000005 10.542  k_36_56_10
108.0 0.0 0.32999999999999996 7.6000000000000005 10.542  k_36_56_11
108.0 0.0 0.36 7.6000000000000005 10.542  k_36_56_12
108.0 0.0 0.39 7.6000000000000005 10.542  k_36_56_13
108.0 0.0 0.42 7.6000000000000005 10.542  k_36_56_14
108.0 0.0 0.44999999999999996 7.6000000000000005 10.542  k_36_56_15
108.0 0.0 0.48 7.6000000000000005 10.542  k_36_56_16
108.0 0.0 0.51 7.6000000000000005 10.542  k_36_56_17
108.0 0.0 0.54 7.6000000000000005 10.542  k_36_56_18
108.0 0.0 0.57 7.6000000000000005 10.542  k_36_56_19
108.0 0.0 0.6 7.6000000000000005 10.542  k_36_56_20
108.0 0.0 0.63 7.6000000000000005 10.542  k_36_56_21
108.0 0.0 0.6599999999999999 7.6000000000000005 10.542  k_36_56_22
108.0 0.0 0.69 7.6000000000000005 10.542  k_36_56_23
108.0 0.0 0.72 7.6000000000000005 10.542  k_36_56_24
108.0 0.0 0.75 7.6000000000000005 10.542  k_36_56_25
108.0 0.0 0.78 7.6000000000000005 10.542  k_36_56_26
108.0 0.0 0.8099999999999999 7.6000000000000005 10.542  k_36_56_27
108.0 0.0 0.84 7.6000000000000005 10.542  k_36_56_28
108.0 0.0 0.87 7.6000000000000005 10.542  k_36_56_29
108.0 0.0 0.8999999999999999 7.6000000000000005 10.542  k_36_56_30
108.0 0.0 0.9299999999999999 7.6000000000000005 10.542  k_36_56_31
108.0 0.0 0.96 7.6000000000000005 10.542  k_36_56_32
108.0 0.0 0.99 7.6000000000000005 10.542  k_36_56_33
108.0 0.0 1.02 7.6000000000000005 10.542  k_36_56_34
108.0 0.0 1.05 7.6000000000000005 10.542  k_36_56_35
108.0 0.0 1.08 7.6000000000000005 10.542  k_36_56_36
108.0 0.0 1.1099999999999999 7.6000000000000005 10.542  k_36_56_37
108.0 0.0 1.14 7.6000000000000005 10.542  k_36_56_38
108.0 0.0 1.17 7.6000000000000005 10.542  k_36_56_39
108.0 0.0 1.2 7.6000000000000005 10.542  k_36_56_40
108.0 0.0 1.23 7.6000000000000005 10.542  k_36_56_41
108.0 0.0 1.26 7.6000000000000005 10.542  k_36_56_42
108.0 0.0 1.29 7.6000000000000005 10.542  k_36_56_43
108.0 0.0 1.3199999999999998 7.6000000000000005 10.542  k_36_56_44
108.0 0.0 1.3499999999999999 7.6000000000000005 10.542  k_36_56_45
108.0 0.0 1.38 7.6000000000000005 10.542  k_36_56_46
108.0 0.0 1.41 7.6000000000000005 10.542  k_36_56_47
108.0 0.0 1.44 7.6000000000000005 10.542  k_36_56_48
108.0 0.0 1.47 7.6000000000000005 10.542  k_36_56_49
108.0 0.0 1.5 7.6000000000000005 10.542  k_36_56_50
